cluster,CLM_NBR,CLM_LOSS_DESC
1,19-00550818,"For consideration under Damage to Property of Home Care Provider coverage per endorsement.Insured consumer became dysregulated and damaged staff person_s vehicle. The consumer scratched profanities with a rock on the back windshield and then kicked and threw rocks at all parts of the car. There may be damage to the roof, hood, and side panels. The consumer also attempted to rip off the windshield wipers and side mirrors but they seem to be intact. Employee is claimant  and her vehicle is a 2011 Toyota Prius"
4,15-00980924,"ERP system went down from 5/14 PM until 5/17 AM, causing business interruption. Please contact insured for additional info."
2,19-00346247,Snow on third floor balcony caused water damage to the second floor_s living room ceiling and wood floors.
4,85-00121688,Power surge damaged HVAC
2,85-00350503,"Property located at 133 Federal Street, Boston MA sustained exterior panel damage as a results of the construction and demolition being performed by Suffolk Construction in the adjacent structure"
3,19-00647996,CORONAVIRUS  REPORTING LOSS INCOME DUE TO COVID 19
2,19-00570877,"Water heater leaked and caused water damage to the ceiling, floors, light and musical instruments."
1,19-00256608,"Driver (see attached Accident Information Form) failed to control vehicle, drove up over the sidewalk curb on south side of building and into exterior wall. Damage included exterior siding and trim, wall studs, interior drywall and interior/exterior paint, minor displacement of electrical outlet on interior wall (breaker has been turned off). Driver notified 911 and the Monroe County Sherriff Department took the report (attached) and the building was inspected by the Fishers Fire Department as well as the Town of Victor Code Enforcement officer. There were no injuries reported. Also attached are photographs of the interior and exterior at the point of impact.  Genesee Construction Services has been contacted for repair estimate and repair, which will be forwarded to you on confirmation of receipt of claim and associated claim number by return email."
4,15-00721810,"Insd smelled weird smell coming from hallway thermostat. When maintenance checked it, it was fried.  This led maintenance to roof top hvac unit.  Unit is damaged - not sure how, possibly lightning (per total mechanical Co).  Looks like hvac unit shorted out thermostat."
1,19-00813704,"Trailer was backing out onto road. A spotter had traffic stopped, when OV came up 3rd lane, yelled at spotter and then hit trailer."
2,15-00942946,Water from a leak in the roof fell onto laptop owned by one of the stylists
0,19-00393532,"Payroll vendor filed false quarterly 941 wage reports with IRS, significantly underpaid tax obligations, and stole funds"
0,19-00764498,IV was overturned during MVA and lost product on board
0,85-00159718,The 3rd party vendor that hosts the transactions for medicare etc for Spectrum Eye1/2was breached by intruders and a large number of customers of the 3rd party vendor which is Eye Care Leaders had their information breached. There is class action lawsuits against Eye Care Leaders you can find them on the internet.
0,15-00738606,Breach of Excess and implied warranty- X-ref 15-00707751
4,19-00255560,Thunder and lightening storm shorted out equipment at the car wash and will not work.
2,19-00562504,PIPE FAILURE CAUSE DAMAGE TO FLOORING AND CARPET. POSSIBLE OTHER DAMAGE.
2,85-00345993,"Water heater caused water damage to 1 suite; affecting 2 conference rooms, kitchen and office. Insured has MA Building Services come in and do
restoration. Contact @ MA Building Services: Greg Harmon (847) 987-5891"
2,85-00412209,Roof is leaking into the building
2,19-00100822,"SEWAGE SYSTEM BACKED UP,  UNKNOWN WHAT TYPE OF DAMAGE IS UNDER THE SEWAGE/WATER COUPLE INCHES DEEP"
0,19-00724855,INSD was powerwashing and nozzle tip shot off of powerwasher and hit window.
4,19-00928201,Insureds building had an electric explosion in property. internal/external damage.
2,19-00615301,Water leaked into the wall from the roof causing mold to grow.
2,19-00237940,"Our insured - Roger Rodden is the owner of bldig. The tenant (Chiropractic Specialities reported a leak in the roof on 6/18/18. Roger had a contractor to repair the roof. However, the tenant has advised that there was computer damage due to the leak in the roof. The tenant contact person is Cheryl and she can be reached at the following (C) 770-891-8241 or (O) 678-513-0095"
3,19-00733031,"CORONAVIRUS  Business Income due to closure by Governor of Illinois per COVID mandate. At Location 1 and 3. Location 3 is 1603 N Alpine Rd, Rockford, IL 61107"
2,19-00904396,Main water pipe inside building broke during the night. 3-5 inches of water. Insured is a tenant and many cardboard boxes with motorcycle parts and components were damaged
0,19-00533893,The employees came in and noticed that the window was shattered and there is an obvious bullet hole near the center plus there are other bullet holes in other windowpanes but those windows are not shattered
2,15-00909200,SMOKE DAMAGE FROM A BOILER IN THE BASEMENT.
0,19-00769258,Window broken by unknown individual. Three separate occurrences of vandalism to building in a month
0,15-00945767,"Burglary, unsure if items taken"
2,15-00725055,High winds got under rubber roof causing it to lift off building
3,19-00648770,CoronavirusBusiness interruption due to governor closures of 9 locations.
0,19-00084845,"Burglar damaged the outside door, stole $82.00. Insured is in the process of moving and is not sure what else was taken, will provide list."
1,85-00109693,Vehicle went into building.
2,19-00839895,WATER MAIN BREAK CAUSED STANDING WATER IN 3 ROOMS AND THE FRONT LAWN...PRESSURE SURGE
0,85-00113960,Cyber breach ransom ware
2,19-00131946,"THERES A BROKEN WATER LINE OUTSIDE THE BUSINESS THAT IS CAUSING BACK FLOW INTO THE BUSINESS, NOT SURE IF IT IS SEWER WATER, BUT WHATS COMING IN IS MUD"
2,19-00607496,"Our sump pump system, which is not originating from our property."
3,85-00114302,Water loss with complete closure of operations for several days. Zero BI waiting period.
0,19-00914026,Theft and altercation of insured check
2,19-00149606,Fire broke out in flower shop
0,85-00202945,"Unknown persons vandalized store front glass, see attached invoices"
2,19-00190115,Damage to roof caused by wind and ice (Please see attached)
0,19-00723512,"I am emailing to report property damage at the Insured  at 211 E. Grand Avenue.  During the looting and riots in the early morning today, our front door window was damaged by looter"
2,19-00150849,insd sustained fire damage to apartment
0,19-00786235,unknown person encrypted data -
4,19-00618464,"Freezer loss, resulting in loss of inventory/stock. Please see the attached"
0,85-00067266,"UNKNONWNS WERE TRYING TO STEAL THE ATM AND TO PUT IT IN A TRUCK. THAT WAS WAS UNSUCCESSFUL , BUT THE ATM WAS HEAVILY DAMAGED IN THE ATTEMPT."
3,19-00664644,CORONAVIRUS Insured advised the Govenor declared the salon industry to close; she is seeking coverage under Business IncomeContact Insured Carla at: 360-679-4477
3,19-00676962,Coronavirus Business Income - Losses due to COVID-19 stay at home mandates
2,19-00712228,WATER LEAK IN CEILING FROM RAIN IN TWO DIFFERENT AREAS
2,15-00903134,damage claim:Description of Loss: Water leak from ceiling damaged desktop. Pictures attached.Location: 601 A Professional Drive Suite 170Please contact insured to discuss:Terria BrownPractice ManagerOffice: 404.446.2800 | EMAIL: tbrown@veinatlanta.comCell: 678.923.990 |  Fax: 404.446.2809
1,15-00955350,"ON 3/1/17 Ms. Sims ran her car in to our insureds outside area damaging electricity, curb, shrubbery , etc.  According to Geico Ms. Sims insurance was noti in force at the time of the accident. We would like to file under the building owners insurance. I have attached the accident report and a few photos."
0,85-00406501,INSD discovered break-in at 3:23am
0,85-00390419,LOSS DATA TRYING TO RETRIVE
3,19-00659091,CORONAVIRUS  Insureds business has been affected by the mandated closure due to COVID-19
0,19-00681422,"Cyber: Insured_s business associate was hacked, resulting in insured sending wire transfer of $20K."
2,19-00252473,"The pipes in the townhouse  next to the insured_s had a broken water pipe. The water leaked in to insured_s home causing damage to the shared walls, from the 4th floor to the basement."
0,19-00304029,unknown person damaged insureds led sign - cut the lock stole a board and box with sim cards and damaged power supply to sign and it is not working
4,85-00330265,"Electric company circuit failed taking out power to area. Compressor Board not working when power came back on and possible other equipment
damage as well."
0,19-00713323,"Our bookkeeper of 4+ years (Dawn Guttierrez) has been forging my name to law firm operating account checks since 2017. We just discovered it. The only persons with signature authority on our bank accounts are Scott Davenport and Kirsten Davenport, the 2 owners of the firm. So far, looks like 35-40 checks totaling $25k-$30k from 2017 to July 2020. She was interviewed by me on Tuesday July 21, admitted she was stealing from the firm, it and was immediately fired."
2,85-00124834,We have sustained some water damage at one of our corporate locations
0,85-00394138,"*REKEYED TO A NEW CLM# 85-00396377*
the technician was drilling on the door frame and the drill accidentally slipped and hit the edge of the window."
2,19-00749097,Insd mower caught fire
2,19-00458325,"The dentist office next door had a pipe burst and water came through the walls/floor and damaged the insured_s wood laminate floor at the 636 CrownPoint Lane, Rock Hill SC location. The dentist has filed a claim with State Farm and State Farm told the insured to put his carrier on notice"
2,19-00531477,"Vent hood in kitchen malfunctioned and closed, Causing heat in kitchen to rise and ansul and sprinklers to activate. All food in prep table and coolers,and on cook top was ruined and kitchen had to be shut down and restaurant closed. Water got into Pasta Cooker which required 2 days to repair.Large number of customers left without receiving their complete meals and did not pay their tickets. Fire Department responded and helped removewater and shut down sprinkler systems. Staff had to work overtime to clean kitchen so that health department would allow restaurant to reopen."
1,15-00990256,Drunk driver drove off main road and destroyed landscaping and signage.Potential subro against AAA Insurance
0,19-00680834,"Someone broke into one of insd_s buildings by breaking glass and then stole inventory.  Insd_s ADT security system didn_t work, but everything was caught on tape."
2,85-00104420,"Damage from storm causing water damage inside build.  Roof, ceiling, flooring,  In 2 offices at 124 Lufkin Ave, and 1 office at 104 2nd St.  
Buildings are joined. Corner building"
4,19-00039835,"Insured air conditioning unit malfunctioned causing a power outage. Power outage resulted in a power surge, damaging the compressor in one cooler."
0,19-00183396,Glass conference table top was broken.
4,85-00060340,"Alarm system was highly damaged by a power surge. The client is asking the alarm company for a bid to replace the system which is damaged beyond repair. Coverage appears under the Equipment Breakdown section of the PKG subj. to $1,000 Ded."
3,19-00658765,CORONAVIRUS  Business Interuption-Loss of Business.
3,19-00644024,"CORONAVIRUS Property - Business Interruption and product spoilage as result of government ordered shut down of insureds business due to the COVID-19. Insuredmay incur expenses to have premises sanitized before being allowed to reopen.LOC: 63455 N. Hwy 97 Bldg R Bend, OR 97702"
2,19-00524486,Failure of equipment in basements of buildings 4723 and 12 caused flooding.
2,15-00897689,The regulator broke on the water fountain and caused water damage. Mold has also started to grow.
0,19-00900356,Front Store Glass Broken and cash drawer stolen
1,19-00723631,"OV came off road and crashed into sign , police state 2 vehicles involved"
2,19-00637032,Cracks in foundation due to construction next door
2,15-00989401,Boiler on roof of condominium complex broke down. Front section is cracked.
0,19-00089803,Kiosks Vandalized.
3,19-00678016,Business interruption and forced closure due to statewide mandatory shutdown as a result of Covid-19
2,19-00362037,Broken Water Pipe - interior and exterior walls. 6 class rooms with standing water
3,19-00651187,CoronavirusLoss of income
2,19-00714231,"As the tween area on the first floor is being constructed, it was discovered that water damage (mold/mildew) was found along the north side of the south wall dividing the youth dept. From the meeting room corridor. The insured believes that this water damage on the first floor in both the meeting room corridor and youth services area was caused by an outside blockage further along down the sewer line and was on october 14 and 15, 2017."
1,19-00461745,"RENTAL vehicle damage box truck, D/sS top of truck"
3,19-00660757,CORONAVIRUS    Business Interruption due to COVID-19
2,19-00878310,Fire caused smoke and other damaged s to near by property Fire Dept. evacuated business loss of income from 05/26/2021-05/28/2021
2,19-00815220,"Water damage due to power washing that the landlord is doing monthly outside the store. The moisture from the power washing was sipping under the floor and caused the epoxy under the floor to fail and the floor to start bulging. Pictures attached. Here is the landlord_s contact information: Glenda Nativo (Portfolio Manager) Milan Capital Management, Inc. 681 South Parker Street, Ste 270, Orange, California 92868. Office: 714.687.0000, ext. 201 and ph: 714.944.0909. Email: Glenda@milancap.com"
3,19-00653396,Insured suffered loss in income/ Business Interruption as a result of the COVIC-19 Epidemic and the State mandated closures of nonessential businesses . Insured_s tenants are unable to remit rents
4,19-00713545,AC Unit Froze up and no longer is working. It has to be replaced. The coil also froze inside the Furnace and that needs t be replaced. There is also water everwhere. I had a Plumber and a Heating and cooling company come out and they confirmed that the unit has to be replaced and can not be repaired. Electrical outlets also has to be replaced
0,85-00410555,BROKEN WINDOWS AS A RESULT OF VANDALISM
3,19-00646381,CORONAVIRUS  INSD reports loss due to business income due to mandatory state/gov shut down due to COVID-19
3,19-00649126,CORONAVIRUS COVID-19 business interruption with business shutdown order by the AZ Governor (emergencies only).
2,19-00570383,NOTICE ONLY-Clmnt was smoking cigarettes in the bathroom and burning candles to cover the smell. Clmnt knocked over the candle and burned the rug and broke the window
0,19-00570738,Someone broke into the business and stole several pieces small equipment
0,19-00538460,Theft and vandalism of equipment from a job site
0,19-00700079,"Employee was let go for being intoxicated and using drugs on the job site and the next day the employee broke into the job site trailer and stole over $10,000.00 in tools. Insured did not file a police report because he didn_t have proof"
0,19-00546192,**REKEYED FROM OLD CLM#19-00493003**Employees back pack stolen with wallet and keys
2,19-00712865,Grey water backup from sewer line in boys bathroom.
0,19-00119740,DOOR BROKEN AND SEVERAL ALCOHOL BOTTLES STOLEN
2,19-00826100,Tree limb fell on fence due to high wind
2,19-00572871,"CUSTOMER TRIED TO FLUSH BABY WIPES DOWN TOILET, CLOGGED TOILET SYSTEM SEWAGE BACK UP"
0,19-00238812,Someone broke into insureds building stealing eye glass frames and damaged insureds front door and glass.
2,15-00737945,Water damage was found in a closet area due to a broken pipe under ground in the concrete
3,19-00864235,Claim for review for coverage under the Emergency Event Management Coverage endorsement
1,85-00258301,"3rd party truck backed into insureds generator:
potentially a total loss and needs to be completely replaced"
2,19-00430528,"1/2 inch CPVC pipe, cold water line broke right in front of elbow in ceiling of bathroom in APT 116"
2,19-00288341,Storm Damage - please contact customer for specifics
2,19-00191136,Property fire that started in the basement.
2,19-00768270,Property buildings all need tuck pointing
0,19-00217879,"INSUREDS CASH BOX , TABLET, PRINTER, AND COMPUTER STOLEN. AND OTHER CONTENT WAS STOLEN."
0,19-00599388,Landscaping company was on site and a piece of material hit a window and cracked window
2,15-00899192,Tub overflowed for unknown extended period of time causing water damage to several rooms
1,19-00512123,"Ins. believes tenant next door struck their side of the wall with a forklift, causing entire wall to fall into their space"
2,19-00572416,Damage from a water line that burst in one of the offices and the water went into another area of the office. The insured cut the water off when they found the damage and has rented fans to try and mitigate the damage and Rainbow restoration has also gotten involved.
2,15-00859756,"Sewer System backup/hookup problem. Roto Rooter was out to clear the back up and fix the hookup problem. $5,389 in total charges"
2,19-00508881,Rainfall caused a flood and damaged multiple rooms.
2,15-00931432,IV NOTICED WATER DAMAGE FROM NEIGHBORS RESIDENT AND HAS FLOODED INTO IV UNIT
4,85-00320745,POWER OUTAGE CAUSED A POWER SURGE DAMAGING THE PHONE SYSYTEM AND READING ROOM
0,19-00573737,**REKEYED FROM OLD CLM#19-00559849**Front glass door damage
0,15-00925035,Men_s coat stolen from premises.
3,19-00651556,"The COVID-19 pandemic has resulted in a sharp decline in patient visits, resulting in a loss of business income. For the period 3/16/20  3/20/20, insured lost $23,789 in anticipated patient fees. We expect those losses to continue in the upcoming weeks"
3,19-00660315,CORONAVIRUS  Covid-19 business interruption insured stated received request to cancel rental order and stop billing for equlpment in the filed or come and pick up their copiers because the production has been stopped or cancelled
0,85-00312892,This was a vehicle break-in. The thief picked the security locks that were in place and gained access to the contents of the van. Test equipment inside the van was taken.   This is for the equipment stolen from the vehicle
1,19-00616765,On December 10 a car drove through storefront. The driver provided their insurance information: State Farm Claim #33C3839S7 at 844-292-8615 x102.
0,19-00268808,"New customer ordered on telephone and had other people pick up merchandise. American Express Fraud/Visa Fraud. The 2 invoices are almost $10,000 and possibly another one. The only thing insured knows is guys name is Drew and his phone #. He was supposed to come in and take care of invoices but has not shown up."
4,19-00252479,Ac broke on Sunday. The temperature rose to 90-100 store was closed until Wednesday night. Food was lost as well as business income
0,19-00265107,Employee stole money
1,19-00363700,Vehicle ran into building.
0,19-00917928,Shipment lost in transit by freight carrier (XPO). See attached and contact insured for additional info.
0,19-00184895,Insured had a work laptop and bag stolen from their car.
4,85-00022739,"CAT - 33 Insured suffered damage to ice machines (equipment) in multiple locations (NJ, NY, LA, and TX) due to hurricane weather event. Spreadsheet of locations and type of equipment attached. Requesting claim be treated as CAT loss and for one deductible to apply"
1,85-00186347,"Vehicle struck building (CVS) - Police and board up company responded. Police Report number: 222053888
Board up Company: Board Up Kingz, Greg Piscia
Insured does not have a copy of the police report yet."
3,19-00662257,CoronavirusLoss of income due to government mandated closure city and state of business
0,85-00310283,Burglary at store. Rock damaged front door. 2 cash registers were damaged and cash was stolen. Berlin Police were called Insured getting estimates to repair the door
2,19-00798925,Water back up in master bathroom resulting in damage.
1,19-00828660,"**REKEYED FROM OLD CLM#19-00826580**CV STRUCK CUSTOMERS VEHICLE THAT WAS PARKED ON INSUREDS PROPERTY, PUSHING VEHICLE INTO INSUREDS BUILDING-DMG TO INSD_S BUILDING."
2,85-00273429,Insured discovered roof leaking
3,19-00655430,CORONAVIRUS  BUSINESS INTERRUPTION.
1,85-00065614,Employee was using a forklift and crashed into their doors
0,19-00038840,FOR REPORT ONLY - On 5/9 at 7:45 am an employee was walking a customers dog at loc # 1 and it pulled the leash out of our employees hand and ran off. The employee ran after the dog but they couldnt catch it. They did a search until 3:30 that day going up and down every nearby street and involved rescue groups but couldnt find it. Received a call that the dog was hit by a car and had died. The customers know how hard the insured worked to find it as they even put it out on social media and they have NOT made a demand.
2,19-00052592,"Large storm with high winds that blew sideways with rain, caused damage to inventory that was wrapped in tarps and or shrink wrapped.  The inventory was being stored under an awning.  Damaged inventory is approximately worth $300,000."
2,19-00265861,"MAIL ROOM, KITCHEN, HALLWAY, RESECTION, CONFERENCE ROOM, CENTER HALL, TWO OFFICES, FILE ROOM WATER DAMAGE. SOURCE WAS BATHROOM TOILET THAT DID NOT SHUT OFF WATER FROM ADJACENT BATHROOM OWNED BY HOA BUILDING. FOUR SEPARATE SUITES WERE AFFECTED BUSINESS CONDOS"
0,85-00440756,"Employee that had $7K worth of camera and video equipment stolen from there Air BNB rented by the INSD, while traveling for business in Brussels, Belgium."
3,19-00690028,CORONAVIRUS business was shut down due to COVID-19
0,85-00076789,"The insured rented a vehicle for business travel. The car was broken into and damaged and the below items were stolen out of the car. - See
attached for items taken."
2,19-00302989,"Property that had tenants, lakes region child care, had problems with a backed up toilet and sink. It was Cleaned by a contractor, but still smelled musty/damp. Recently lawson group out of concord said Everything was contained to the bathroom and they are waiting on the estimate for remediation. A timelineOf events/receipts will be submitted. 5/1/18 is estimated dol."
0,19-00802590,INSD had a break in and inventory was stolen.  Front glass door was shattered
2,19-00875973,A pipe broke causing water damages to the office and contents. Land lord is working on getting repairs done and insured was advised to file a claim
2,85-00243812,SPRINKLER SYSTEM FAILED CAUSING WATER DAMAGE TO CEILING CARPET AND WATER HEATER
2,19-00907496,Employee operated forklift ran into a sprinkler head and it flooded the office space.
0,19-00269794,Mentally challenged person went up to electrical box in middle of night and removed disconnect boxfrom electrical panel.
4,19-00556309,"Equipment Breakdown - Lennox Rooftop - No Heat, Lennox Rooftop Inducer needed to be replaced. See attached Invoice from insured. Please contact insured for additional details. Thank you."
2,85-00014524,Pipe leaked in bathroom resulting in remediation invoice attached.
2,19-00448222,Insured discovered extensive mold growth in basement.
0,19-00213636,Employees discovered someone had vandalized the building by painted on the outside of the building.
2,19-00575956,Water coming in through the drop ceiling and light fixture to OR1 damage to micro-scope
0,19-00833148,Loc. 2201 Chestnut St San Francisco CA 94123-2607- Janitor was cleaning restaurant around 6am-630am when 2 guys broke the glass with a rock and were trying to get inside. The employee took his broom and started hitting them and they eventually left. San Francisco Police were called. Reportpending. See window invoice attached.
4,19-00674278,physical damage to compressors resulting in renovation and replacing of buildings HVAC system
2,19-00255770,Water leak overnight from a toilet in one of the offices. Wet carpet in 2 rooms and hallway and vinyl floor in another room. Full Circle Restoration has been called. Contact is Mack 678-367- 7493
2,19-00672806,Water damage to insured premises. Value of at least $2.7k. Please see attached.
2,19-00100919,WINDSTORM CAUSED CANNED BUSINESS GLASS SIGN FACE TO BLEW OFF.
3,19-00682242,Insured mandated to close due to Covid-19
4,19-00518491,A SERVER FOR THE TWO BUSINESSES IS DAMAGED.
3,19-00681362,Coronavirus loss of business income
0,15-00888395,Armed robbery took place after restaurant closing
0,19-00266603,"3811 Richmond Ave., #200,Houston, TX Unk Burglars tried to break in the back door buy were unsuccessful so the broke the glass front door. The burglars used a bolt cutter and crow bar. They left by the back door when police showed up. Police report 098495918T."
0,15-00751830,Theft of Air Conditioner
1,85-00068721,Claimant - Auto rolled into building.
2,19-00431502,A fire started within the walls at the insured_s premises causing damage. An inspector (Laurie) for the City of Santa Clara Fire Marshall was out there. Door has been boarded up and insured incurred extra expenses as a result of having a watch guard on the premises.
2,85-00305041,WATER GOT IN UNDER THE FUEL TANKS
2,85-00270536,"Snow storm (over 61 inches of November 18) caused damage to gutters - need replacing. Water is dripping and causing a freeze/ice hazard so
insured has contractor coming Friday Dec 2 to look at and hopefully replace asap to prevent any slip / fall claims. Insd did take pictures. Damage
just noted as he was just able to get to building"
1,19-00855254,Trucking company struck and knocked down company sign. ***Notice Only***
2,85-00323402,"UNIT ABOVE NEIGHBORS WASHING MACHINE FLOODED FOR SECOND TIME IN PAST 6 MONTHS, AND WATER
LEAKED DOWN INTO NIS UNIT FROM ABOVE. SEVERAL PERSONAL ITEMS USED IN PRACTICE DESTROYED.
INSURED PROPERTY IS A DENTAL OFFICE AND NI CANNOT HAVE PATIENTS IN THE ROOM WHILE IT IS
LEAKING. CEILING IS STAINED BUT NOT COLLAPSING YET."
1,19-00762351,Collapse of racking / forklifts and products damaged due to collapse of racking
0,19-00205982,Copper pipes stolen from the property and the meters
0,19-00589753,Shipment of Olive Oil stolen from carrier yard
3,19-00643717,"Coronavirus - loss of biz, shop closed."
2,19-00748658,"Insured discovered water damage in suite, adjacent suite and leak into parking garage below suite. damage to floors calling plumber and water restoration company."
2,85-00339243,My X-ray caught fire in my office yesterday. Had a fire extinguisher and put out the fire
0,19-00035076,INSUREDS STORE WAS BURGLARIZED.
2,19-00322083,During a storm - Sump pump failed and water got in basment - insured has replaced pump - but due to water they have mold growing
3,19-00648498,CoronavirusInsured forced by the City of Philadelphia to shut down amid the COVID - 19 pandemic.
0,85-00270532,"CYBER EMAIL HACK.... WIRE FRAUD $21,000"
3,19-00649109,CORONAVIRUS  Income loss due to COVID 19 after Governor Newsome put in place the stay at home order.
2,19-00881539,"FIRE - Loss of Rents - 6088 Industrial Dr. Geismar, LA 70734"
0,85-00155178,Vandalism - Unknown person threw a brick at the building
4,19-00406906,Glycol Chiller equipment broke down causing damage to beer  in tank etc. See details from insured
2,19-00472199,Wind damage to sign.
0,19-00926264,"35 lb. dog, went through door and landed on front right paw injuring it, ended up having surgery"
2,85-00075279,Water damage at 1733 W Hubbard St
2,19-00640057,"Water leak, water shut off, plumber discovered leak under slab. Damage to sheet rock and cabinets"
0,85-00248374,"Theft at office: On camera surveillance; unknown parties stole compressors from outdoor unit; Stole medical thermos', which had
been cleaned and left for drying Tore wall where security panel (apparently thought would dis-engage security system; However it voided electric power to refrigerator where meds where kept - ruined LRPD report 2022-126826"
2,19-00858695,A resident hit a sprinkler head with a basketball resulting in it breakingoff and flooding Cottage 1. Please see the attached
2,19-00312838,Damage to roof and contents.
0,85-00011550,"Person or persons cut security cable and stole tables, chairs and umbrellas."
2,19-00656813,Water damage to property from sprinkler system.
2,19-00316291,"Fire started on the balcony of 52-402. Cause hookah being exempted into a bucket on the balcony. Causing the fire on the balcony, exterior siding and balcony.Fired dept showed up breaking in to 52-301,52-202,52-201,all doors were broken."
0,19-00408562,**REKEYED TO A NEW CLM#19-00420919**Insd discovered employee theft- daily cash deposits were not making it to the bank. $3500 plus so far.
3,19-00663879,Insured has been unable to run his business for about five weeks due to the coronavirus and government shutdown
2,19-00473041,"Post emergency event management due to an active shooting at the federal court house inDallas, TX"
1,15-00991446,Camera was dropped. Damage to viewfinder.
2,19-00306125,"WIND DAMAGE TO THE ROOF WITH MISSING SHINGLES, CAUSING WATER LEAKS AND DAMAGE TO THE CEILING INSIDE WHEN IT RAINS."
2,85-00311952,Plumbing failure/water damage
0,19-00587919,"insd_s location broken into, early morning 4am, large plate glass window shattered, 2 damaged registers, cash insured is in process of securing the large opening caused by the broken plate glass,with plywood - wants ins co advisement of company(s) to get pricing for glass replacement"
0,85-00349459,"Store broken into; register drawer stolen, lottery money stolen, store closed for 1.5 days for investigation/fingerprinting by Warrenville PD; repairs and board up complete, receipts available per insured"
2,19-00898668,"Due to heavy winds, the insured called to report roof damage that is causing rain water to leak into a tenants unit. Please contact the insured ASAP"
2,19-00012845,Sever storm damage. Please contact ASAP. Thank you
2,85-00298726,"Toilet Malfunctioned and caused water leak to building.  Multiple units impacted.  See details from the insured below.  
Remediation company has been onsite for the cleanup and remediation."
0,15-00939069,**SPCL ACCT**An unknown suspect placed something on the gas pump and damaged gas pump and credit card reader.
1,19-00330004,Grease fire in dumpster casue window damage and electrical conduites on exterior of building damage. Insured is having McComb Window provide repair quote. See remarks.
2,19-00702162,"main water irrigation line failed, water began making its way into the building covering carpet, carpet base, drywall, cubicles and some electronic equipment"
1,19-00156598,EXTERIOR OF BUILDING DAMAGES DUE TO UNKNOWN VEHICLE RUNNING INTO THE BUILDING
3,19-00663696,"1919 Rogers Rd, San Antonio, TX.  Since multiple rents have been deferred for 2-3 months, TxAMSA has lost 2/3 of its income yet still pays garbage, CPS, SAWS etc. Due to COVID-19"
0,19-00460314,Trailer was stolen
1,85-00246563,"Unknown truck backed into building, damaging masonry and glass."
1,19-00140631,"The Driver of the vehicle had a gunshot wound, and clipped tree and hit the Insured_s building."
0,19-00787308,Break in/theft
2,19-00717218,920 CASES OF FOOD WAS LOST THAT WAS IN STORAGE DUE TO A FIRE THAT OCCURRED
2,19-00559462,Insured had a fire that started in the laundry room and spread to the kitchen. Roof damage and smoke damage. THIS CLAIM is for Bldg
1,19-00826573,"Vision damaged an NEC C861Q 86 LED/LCD display in the Quality Assurance lab - the box fell over causing the damage Pictures for reference. The insureds cost for this device is $4,426.71. Included is also the invoice and purchase order for record.Please contact the insured asap.  Contact person should be Paul Woody"
3,19-00912749,Business owner passed away onsite from unknown causes. There is loss of income and rent is still due on building.
2,15-00867291,Kitchen backup/water damage Location is the university president?s home -Chuck Lief - Request Independent adjuster.
1,19-00824454,"claimant vehicle in garage, the lift failed causing damage to vehicle and client property."
0,19-00468419,Inland marine claim for Dairy Barn tack room theft. List attached
2,19-00276507,"A FIRE STARTED, UNKNOWN CAUSE, DAMAGING PART OF THE OFFICE, THE FIRE DEPARTMENT DAMAGED TWO DOORS THAT WILL NEED TO BE REPLACED, AND SMOKE CAUSED DAMAGE TO THE BUILDING ND THE CONTENTS"
1,85-00258501,Unknown OV drove into and damaged retaining wall
0,19-00124488,"cracked store front window glass approx. 7_ tall x 4_ wide, tinted"
0,19-00790785,broke in to the back door and damaged door and window and destroyed product and took office equipment and took money out of the register
2,85-00056657,"ORTHODONTIC OFFICE AND SINK STARTED GARGLING AND SHOOT WATER.  PLUMBER SAID IT WAS BACK UP AND HE USED A SNAKE, HE INSTALLED A 4IN MAIN SEWER LINE WITH CLEAN OUT TO THE STREET, INTALLED A NEW SEWER LINE ALONG WITH MAIN SEWER LING."
0,15-00912573,REPORT ONLY-TM was robbed on delivery
2,19-00611049,Pipe leak
2,19-00400749,Damage to the viola
4,19-00570910,Damage to computer server
1,15-00975569,"Garbage Truck hit Lines and took out Electrical, Phone and Internet Service"
0,19-00616517,"I was driving home from work, stopped to grab my take-out, ran into the restaurant, came out 3 minutes later and the window was smashed and they took my black bag which was on the floor of the back seat, and had all sorts of papers in it and my computer"
1,19-00795244,vehicle hit building
3,19-00651571,CORONAVIRUS - Loss of wages
4,19-00441767,Insd has a gas leak in the refrigeration system causing to loose dairy and meats.
0,19-00479031,2 SUSPECTS THREW A ROCK THROUGH INSUREDS BUILDING
2,85-00339109,Water coming from the ceiling of the Brockton Place Hair Salon.  Had a roofing company out to assess what was causing the water leak.  There was damages to the roof that was fixed and also there was an overhead water line that was leaking and it has been fixed. the Insd will email over the Roofing Comp and the Plumbing Comp over the estimates and receipts.
0,85-00184568,"Theft of money from the INSD terminal with gift cards. $7,400.25 stolen"
0,19-00450149,SOMEONE BROKE INTO THE BUSINESS
0,85-00299150,"BUSINESS WAS BROKEN INTO, THE FRONT METAL GATE AND FRONT GLASS DOOR WAS BROKEN. STOLEN ITEMS ARE SUPPLIES FROM EVERY DESK, MONEY FROM THE REGISTER, SAFE WAS DAMAGED, AND OTHER SUPPLIES ARE MISSING."
2,19-00523143,WATER DAMAGE TO THE MENS RESTROOM AND OUTSIDE CARPET UNSURE OF WATER SOURCE
